"Ticker","Exchange","financialCurrency","currentPrice","sharesOutstanding","sec_id"
"1234.HK","HKG","CNY",8.85,1197379968,"sec_464"
"1236.TW","TAI","TWD",16.8,108343000,"sec_465"
"123700.KS","KSC","KRW",3660,15604900,"sec_466"
"124.F","FRA","EUR",4.088,380036992,"sec_467"
"1240.HK","HKG","HKD",2.2,1475379968,"sec_468"
"1245.HK","HKG","JPY",0.61,1195849984,"sec_469"
"1247.HK","HKG","CNY",0.16,9.84e+08,"sec_470"
"1249.HK","HKG","HKD",6.95,268438016,"sec_471"
"1250.HK","HKG","HKD",0.152,63525400576,"sec_472"
"1259.HK","HKG","CNY",0.123,1390119936,"sec_473"
"1263.HK","HKG","HKD",5.43,371494016,"sec_474"
"1273.HK","HKG","HKD",0.68,4.15e+08,"sec_475"
"1277.HK","HKG","CNY",0.48,8430000128,"sec_476"
"1278.HK","HKG","CNY",0.228,9726249984,"sec_477"
"128820.KS","KSC","KRW",5170,43703300,"sec_478"
"128940.KS","KSC","KRW",434000,11354800,"sec_479"
"129260.KS","KSC","KRW",2925,26511500,"sec_480"
"1293.HK","HKG","CNY",2.21,2837309952,"sec_481"
"1299.HK","HKG","USD",65.9,12011299840,"sec_482"
"12A.F","FRA","USD",43.31,309004992,"sec_483"
"12V.F","FRA","USD",10.5,33891800,"sec_484"
"12X1.F","FRA","USD",2.33,45314200,"sec_485"
"1300.HK","HKG","CNY",1.16,1791500032,"sec_486"
"1307.TW","TAI","TWD",27.6,397817984,"sec_487"
"1308.HK","HKG","USD",7.12,2665969920,"sec_488"
"1313.HK","HKG","HKD",8.56,6982940160,"sec_489"
"1314.TW","TAI","TWD",13.95,2699859968,"sec_490"
"1315.HK","HKG","HKD",0.167,6e+09,"sec_491"
"1317.HK","HKG","CNY",3.73,2979180032,"sec_492"
"1319.HK","HKG","HKD",0.33,1958480000,"sec_493"
"1323.HK","HKG","HKD",0.55,2378779904,"sec_494"
"1323.TW","TAI","TWD",36.65,90884000,"sec_495"
"1333.HK","HKG","CNY",3.5,5449469952,"sec_496"
"1335.HK","HKG","HKD",0.23,2455249920,"sec_497"
"1337.TW","TAI","TWD",8.2,267776000,"sec_498"
"1338.HK","HKG","CNY",0.209,3161809920,"sec_499"
"133820.KS","KSC","KRW",2420,30850000,"sec_500"
"1348.HK","HKG","HKD",0.6,1474230016,"sec_501"
"1358.HK","HKG","CNY",1.72,1568630016,"sec_502"
"1360.HK","HKG","HKD",1.82,1454200064,"sec_503"
"1361.HK","HKG","CNY",2.13,2067600000,"sec_504"
"1363.HK","HKG","HKD",0.93,6316789760,"sec_505"
"1366.HK","HKG","CNY",0.43,4078870016,"sec_506"
"137.F","FRA","USD",6.27,20842200,"sec_507"
"1372.HK","HKG","HKD",4.5,2e+08,"sec_508"
"1378.HK","HKG","CNY",6.27,8735519744,"sec_509"
"138040.KS","KSC","KRW",12400,140224000,"sec_510"
"1381.HK","HKG","HKD",4.15,2455330048,"sec_511"
"1382.HK","HKG","HKD",6.45,1446419968,"sec_512"
"1387.HK","HKG","CNY",0.16,57155899392,"sec_513"
"1388.HK","HKG","HKD",2.76,422416992,"sec_514"
"138930.KS","KSC","KRW",8100,325935008,"sec_515"
"1393.HK","HKG","CNY",0.27,2045600000,"sec_516"
"1395.HK","HKG","HKD",0.18,1111000064,"sec_517"
"1396.HK","HKG","CNY",0.395,4014840064,"sec_518"
"13B.F","NV","EUR",13.64,201818000,"sec_519"
"13J.F","FRA","CNY",0.504,2e+09,"sec_520"
"13K.F","FRA","USD",18.34,114218000,"sec_521"
"13W.F","FRA","USD",1.88,192500000,"sec_522"
"13X.F","FRA","HKD",0.249,7423680000,"sec_523"
"1421.HK","HKG","SGD",0.226,1185600000,"sec_524"
"1452.TW","TAI","TWD",19,132641000,"sec_525"
"1466.TW","TAI","TWD",10.5,111157000,"sec_526"
"1470.HK","HKG","HKD",0.62,8e+08,"sec_527"
"1498.HK","HKG","HKD",2.56,244696992,"sec_528"
"14A.F","FRA","CAD",0.294,139912000,"sec_529"
"14P.F","FRA","CNY",0.199,1294220032,"sec_530"
"1503.TW","TAI","TWD",41.55,520972000,"sec_531"
"1509.HK","HKG","CNY",2.15,753014016,"sec_532"
"1513.TW","TAI","TWD",21,410960992,"sec_533"
"1515.HK","HKG","CNY",6.24,1278840064,"sec_534"
"1520.HK","HKG","HKD",0.239,1.69e+09,"sec_535"
"1522.TW","TAI","TWD",29.05,311958016,"sec_536"
"152330.KS","KSC","KRW",12400,2e+07,"sec_537"
"1525.TW","TAI","TWD",67.8,73400000,"sec_538"
"1555.HK","HKG","CNY",0.249,2897400064,"sec_539"
"1568.HK","HKG","HKD",4.38,2158210048,"sec_540"
"1568.TW","TAI","TWD",23.85,103087000,"sec_541"
"157.F","FRA","CNY",0.214,758417984,"sec_542"
"1589.TW","TAI","TWD",55.3,111618000,"sec_543"
"1590.TW","TAI","TWD",285.5,189024992,"sec_544"
"15A.F","FRA","USD",18.07,98398304,"sec_545"
"1600.HK","HKG","CNY",8.12,989614976,"sec_546"
"1616.HK","HKG","CNY",1.23,1254749952,"sec_547"
"161890.KS","KSC","KRW",72200,22346700,"sec_548"
"1623.HK","HKG","CNY",0.93,1696440064,"sec_549"
"1626.TW","TAI","TWD",18,122086000,"sec_550"
"1628.HK","HKG","CNY",3.8,4190919936,"sec_551"
"1638.HK","HKG","CNY",2.93,6068890112,"sec_552"
"1661.HK","HKG","CNY",0.58,1592940032,"sec_553"
"1668.HK","HKG","HKD",1.4,8009569792,"sec_554"
"1669.HK","HKG","HKD",0.89,4e+08,"sec_555"
"1678.HK","HKG","CNY",0.173,2169999872,"sec_556"
"1683.HK","HKG","HKD",0.91,5e+08,"sec_557"
"1685.HK","HKG","CNY",0.43,773769024,"sec_558"
"1700.HK","HKG","CNY",1.9,2012499968,"sec_559"
"1708.TW","TAI","TWD",26.9,201448000,"sec_560"
"1717.HK","HKG","CNY",9.38,1332249984,"sec_561"
"1718.HK","HKG","HKD",1,9.6e+08,"sec_562"
"1733.HK","HKG","HKD",0.495,3037829888,"sec_563"
"1771.HK","HKG","CNY",0.98,6e+08,"sec_564"
"1773.TW","TAI","TWD",102,1.5e+08,"sec_565"
"1778.HK","HKG","CNY",6.76,1328519936,"sec_566"
"1783.TW","TAI","TWD",29.8,69465000,"sec_567"
"1786.TW","TAI","TWD",72,51600000,"sec_568"
"17K.F","FRA","USD",12.38,33752300,"sec_569"
"1802.TW","TAI","TWD",16,2908059904,"sec_570"
"1803.HK","HKG","HKD",2.6,1174499968,"sec_571"
"1808.HK","HKG","CNY",0.8,526508992,"sec_572"
"1813.HK","HKG","CNY",8.32,3172649984,"sec_573"
"1823.HK","HKG","HKD",0.7,412608000,"sec_574"
"1830.HK","HKG","HKD",2.02,1105139968,"sec_575"
"1831.HK","HKG","CNY",0.1,2.288e+09,"sec_576"
"183190.KS","KSC","KRW",129000,3895810,"sec_577"
"1833.HK","HKG","CNY",40.4,1067289984,"sec_578"
"1836.HK","HKG","USD",8.17,792601024,"sec_579"
"185750.KS","KSC","KRW",107000,9403720,"sec_580"
"1882.HK","HKG","CNY",16.2,1.596e+09,"sec_581"
"1888.HK","HKG","HKD",7.49,3080999936,"sec_582"
"1889.HK","HKG","CNY",0.52,3067219968,"sec_583"
"18B.F","FRA","EUR",16,28838300,"sec_584"
"1900.HK","HKG","CNY",0.27,1654019968,"sec_585"
"1904.TW","TAI","TWD",19.05,1108269952,"sec_586"
"1910.HK","HKG","USD",29.4,1430320000,"sec_587"
"1918.HK","HKG","CNY",23.1,4402939904,"sec_588"
"192400.KS","KSC","KRW",166500,6215680,"sec_589"
"1928.HK","HKG","USD",36.1,8080350208,"sec_590"
"1929.HK","HKG","HKD",6.74,1e+10,"sec_591"
"1938.HK","HKG","CNY",0.61,1011139968,"sec_592"
"1972.HK","HKG","HKD",30.6,5849999872,"sec_593"
"1980.HK","HKG","CNY",4.8,1229890048,"sec_594"
"1986.HK","HKG","CNY",5.6,1044249984,"sec_595"
"19YA.F","FRA","CNY",12.55,59801600,"sec_596"
"1A1.F","FRA","USD",4.93,42232100,"sec_597"
"1A9.F","FRA","CAD",0.021,57160200,"sec_598"
"1AF.F","FRA","CAD",0.064,121607000,"sec_599"
"1AKA.F","FRA","NOK",5.49,271532992,"sec_600"
"1AL.AX","ASX","AUD",0.96,1.29e+08,"sec_601"
"1AL.F","FRA","USD",3.79,389796000,"sec_602"
"1AN.F","FRA","USD",0.008,89123000,"sec_603"
"1AW.F","FRA","USD",33.99,15567700,"sec_604"
"1B3.SG","STU","USD",44.84,7244230,"sec_605"
"1B9.F","FRA","GBP",2.13,1149420032,"sec_606"
"1BT.F","FRA","USD",0.926,3342390,"sec_607"
"1BY.F","FRA","CNY",0.161,685056000,"sec_608"
"1COV.DE","GER","EUR",76.72,202500000,"sec_609"
"1CY.F","FRA","CNY",0.747,1631990016,"sec_610"
"1D2.F","FRA","CNY",0.242,6.67e+08,"sec_611"
"1DAA.F","FRA","USD",2.16,7032330,"sec_612"
"1F1.F","FRA","EUR",13.56,31776800,"sec_613"
"1FC.F","FRA","EUR",20.05,45790000,"sec_614"
"1FPA.F","S","USD",2.38,47200000,"sec_615"
"1HM.F","FRA","CAD",0.005,138216992,"sec_616"
"1JS.F","FRA","GBP",0.306,116426000,"sec_617"
"1K2.F","FRA","USD",17.86,43268800,"sec_618"
"1K3.F","FRA","USD",15.21,89409200,"sec_619"
"1KG.F","FRA","GBP",4.01,118342000,"sec_620"
"1LP.F","FRA","USD",0.116,4.15e+08,"sec_621"
"1LX.F","FRA","USD",16.92,16942500,"sec_622"
"1MOA.F","FRA","USD",32.63,197880000,"sec_623"
"1MR.F","FRA","CAD",0.51,181804992,"sec_624"
"1N31.F","FRA","USD",20.26,18745000,"sec_625"
"1QF.F","FRA","CAD",0.226,56431400,"sec_626"
"1RA1.SG","STU","RUB",8.79,134618000,"sec_627"
"1RH.F","FRA","JPY",25.28,1670320000,"sec_628"
"1S4.F","FRA","USD",99,85123000,"sec_629"
"1S7.F","FRA","USD",11.32,22056100,"sec_630"
"1ST.AX","ASX","AUD",0.036,206884000,"sec_631"
"1TT.F","FRA","AUD",0.028,734462016,"sec_632"
"1UN.F","FRA","JPY",13.83,16473000,"sec_633"
"1UR1.F","FRA","CAD",0.113,77099296,"sec_634"
"1VD.F","FRA","USD",13.9,0,"sec_635"
"1VPA.F","FRA","CNY",6.15,587624000,"sec_636"
"1WR.F","FRA","USD",48.02,250852992,"sec_637"
"1ZY.F","FRA","USD",32.76,246472000,"sec_638"
"2007.HK","HKG","CNY",11.1,21580199936,"sec_639"
"2014.HK","HKG","CNY",1.85,2116999936,"sec_640"
"2018.HK","HKG","CNY",80.85,1.222e+09,"sec_641"
"2038.HK","HKG","USD",1.03,8093479936,"sec_642"
"2062.TW","TAI","TWD",36.05,163248000,"sec_643"
"20B.F","FRA","CAD",0.035,62794100,"sec_644"
"2100.HK","HKG","CNY",0.485,2697260032,"sec_645"
"2111.HK","HKG","HKD",2.52,1036630016,"sec_646"
"2118.HK","HKG","CNY",2.39,1005779968,"sec_647"
"2121.HK","HKG","CNY",0.8,802190976,"sec_648"
"2128.HK","HKG","CNY",4.33,3102419968,"sec_649"
"2138.HK","HKG","HKD",4.94,947729024,"sec_650"
"214320.KS","KSC","KRW",59200,2e+07,"sec_651"
"217A.F","FRA","CNY",7.92,112500000,"sec_652"
"2198.HK","HKG","CNY",2.21,1.19e+09,"sec_653"
"21L.F","FRA","USD",0.144,692044992,"sec_654"
"21P.F","FRA","CAD",4.43,561006976,"sec_655"
"2211.HK","HKG","CNY",0.1,3040539904,"sec_656"
"2255.HK","HKG","CNY",1.63,4e+09,"sec_657"
"2277.HK","HKG","HKD",0.41,1.816e+09,"sec_658"
"2280.HK","HKG","CNY",4.8,1115330048,"sec_659"
"2282.HK","HKG","HKD",13.68,3800029952,"sec_660"
"2283.HK","HKG","HKD",5.61,833260032,"sec_661"
"2288.HK","HKG","HKD",0.78,477447008,"sec_662"
"22M.SG","STU","USD",0.916,30556800,"sec_663"
"22Z.F","S","DKK",12.28,25610000,"sec_664"
"2300.HK","HKG","HKD",1.99,929046976,"sec_665"
"2301.TW","TAI","TWD",35.25,2324029952,"sec_666"
"2302.HK","HKG","HKD",2.75,489168000,"sec_667"
"2303.TW","TAI","TWD",17.2,12007999488,"sec_668"
"2308.TW","TAI","TWD",105,2597540096,"sec_669"
"2309.HK","HKG","HKD",0.108,10974100480,"sec_670"
"2313.HK","HKG","CNY",92,1503219968,"sec_671"
"2317.HK","HKG","USD",0.77,1522739968,"sec_672"
"2317.TW","TAI","TWD",81.1,17326899200,"sec_673"
"2319.HK","HKG","CNY",21.6,3927429888,"sec_674"
"2324.HK","HKG","HKD",0.078,2754880000,"sec_675"
"2330.HK","HKG","CNY",0.188,1524480000,"sec_676"
"2330.TW","TAI","TWD",239.5,25930399744,"sec_677"
"2331.HK","HKG","CNY",8.7,2186099968,"sec_678"
"2332.TW","TAI","TWD",11.6,650152000,"sec_679"
"2336.HK","HKG","HKD",0.385,1611110016,"sec_680"
"2337.TW","TAI","TWD",33.2,1802560000,"sec_681"
"2341.HK","HKG","CNY",1.63,775059008,"sec_682"
"2342.HK","HKG","HKD",1.08,2381939968,"sec_683"
"2348.HK","HKG","CNY",4.44,1586380032,"sec_684"
"2354.TW","TAI","TWD",75.5,1414480000,"sec_685"
"2355.TW","TAI","TWD",36.95,397495008,"sec_686"
"2358.HK","HKG","HKD",0.177,5.472e+09,"sec_687"
"2360.TW","TAI","TWD",172,411038016,"sec_688"
"2368.HK","HKG","HKD",3.52,499680000,"sec_689"
"2371.HK","HKG","CNY",0.091,4968509952,"sec_690"
"2379.HK","HKG","CNY",0.65,410208992,"sec_691"
"2380.HK","HKG","CNY",1.71,9806889984,"sec_692"
"2382.HK","HKG","CNY",88.55,1090940032,"sec_693"
"2382.TW","TAI","TWD",52.2,3854520064,"sec_694"
"2383.HK","HKG","HKD",2.18,3890230016,"sec_695"
"2388.HK","HKG","HKD",37.55,10572800000,"sec_696"
"2392.TW","TAI","TWD",28,512327008,"sec_697"
"2393.HK","HKG","CNY",2.43,2175200000,"sec_698"
"2398.HK","HKG","CNY",1.72,403200000,"sec_699"
"2404.TW","TAI","TWD",59.2,238232992,"sec_700"
"2409.TW","TAI","TWD",13.1,9624250368,"sec_701"
"2423.TW","TAI","TWD",23.5,145047008,"sec_702"
"2428.TW","TAI","TWD",85.5,128113000,"sec_703"
"2448.TW","TAI","TWD",31.75,1086140032,"sec_704"
"2454.TW","TAI","TWD",247,1571469952,"sec_705"
"2475.TW","TAI","TWD",1.79,6479450112,"sec_706"
"2486.TW","TAI","TWD",11.45,193620992,"sec_707"
"2488.TW","TAI","TWD",34.8,79999000,"sec_708"
"2489.TW","TAI","TWD",12.65,809361984,"sec_709"
"2498.TW","TAI","TWD",43.2,819262016,"sec_710"
"2499.TW","TAI","TWD",10.6,373512000,"sec_711"
"2536.TW","TAI","TWD",20.6,332808992,"sec_712"
"2601.TW","TAI","TWD",10.25,630883008,"sec_713"
"2608.HK","HKG","CNY",3.85,2611739904,"sec_714"
"2618.TW","TAI","TWD",15,4173449984,"sec_715"
"2623.HK","HKG","CNY",0.096,4910609920,"sec_716"
"2634.TW","TAI","TWD",29.95,941867008,"sec_717"
"2637.TW","TAI","USD",30,616707968,"sec_718"
"2662.HK","HKG","HKD",6.55,1077129984,"sec_719"
"26A1.F","FRA","CAD",0.131,28890800,"sec_720"
"279.F","FRA","CHF",311.5,2996840,"sec_721"
"27A.F","FRA","MXN",1.36,2118160000,"sec_722"
"27MA.F","FRA","GBP",2.44,1895800064,"sec_723"
"27P.F","FRA","AUD",2.7,332484000,"sec_724"
"2845.TW","TAI","TWD",10.5,3182929920,"sec_725"
"2877.HK","HKG","CNY",10.66,8.27e+08,"sec_726"
"288.F","FRA","USD",41.83,15700000,"sec_727"
"2881.TW","TAI","TWD",49.9,11500300288,"sec_728"
"2884.TW","TAI","TWD",21.75,10809499648,"sec_729"
"2886.TW","TAI","TWD",25.55,13599800320,"sec_730"
"2888.HK","HKG","USD",65.05,3287200000,"sec_731"
"2888.TW","TAI","TWD",11.65,10641200128,"sec_732"
"2891.TW","TAI","TWD",21.15,19497000960,"sec_733"
"290.F","FRA","USD",4.71,73676304,"sec_734"
"2904.TW","TAI","TWD",19.7,69034000,"sec_735"
"2A6.F","FRA","AUD",11.39,212684992,"sec_736"
"2AE.F","FRA","CAD",11.35,58739400,"sec_737"
"2AM.F","FRA","CAD",0.091,161844000,"sec_738"
"2AR1.F","FRA","USD",20.46,41928000,"sec_739"
"2BV.F","FRA","USD",7.13,35917900,"sec_740"
"2C2.F","FRA","CNY",0.955,25583700,"sec_741"
"2CB.F","FRA","USD",3.88,35963000,"sec_742"
"2CDA.F","FRA","MXN",6.19,1011880000,"sec_743"
"2DJ.F","FRA","JPY",1.13,765985984,"sec_744"
"2FA.F","FRA","CAD",0.101,76477000,"sec_745"
"2FB.F","FRA","USD",48.1,142420000,"sec_746"
"2G1.F","FRA","USD",8.88,50719900,"sec_747"
"2GB.DE","GER","EUR",21,4430000,"sec_748"
"2GP.F","FRA","SEK",13.56,54157900,"sec_749"
"2GT.F","FRA","USD",3.58,18115000,"sec_750"
"2H3.F","FRA","EUR",18.09,108960000,"sec_751"
"2IL.F","FRA","USD",38.83,31431200,"sec_752"
"2IVA.F","FRA","USD",15.7,720988032,"sec_753"
"2KD.F","FRA","USD",15.61,2230170112,"sec_754"
"2LB.F","FRA","USD",12.99,92741696,"sec_755"
"2M2.F","FRA","GBP",1.475,115173000,"sec_756"
"2M4.F","FRA","CAD",0.156,96772704,"sec_757"
"2NAE.F","FRA","USD",0.073,24114200,"sec_758"
"2NQA.F","FRA","USD",0.879,99802200,"sec_759"
"2NW.F","FRA","USD",3.65,53298300,"sec_760"
"2OB.F","FRA","JPY",4.04,11086000,"sec_761"
"2QO.F","FRA","USD",70.87,127225000,"sec_762"
"2SO.F","FRA","USD",5.36,459641984,"sec_763"
"2U2.F","FRA","EUR",40.8,7472180,"sec_764"
"2UA.F","FRA","GBP",5.054,947033984,"sec_765"
"2WI.F","FRA","CNY",0.27,1193209984,"sec_766"
"2XA.F","FRA","GBP",1.246,6.1e+08,"sec_767"
"2XI.F","FRA","CNY",0.184,2006669952,"sec_768"
"301.F","","USD",17.89,104751000,"sec_769"
"3028.TW","TAI","TWD",22.1,213824992,"sec_770"
"3042.TW","TAI","TWD",35.15,309756992,"sec_771"
"31A.F","FRA","CAD",0.002,435772000,"sec_772"
"31E.F","FRA","CAD",0.116,42051000,"sec_773"
"31S.F","FRA","USD",0.896,792601024,"sec_774"
"31V.F","FRA","HKD",1.51,1194130048,"sec_775"
"32A.F","FRA","EUR",8.14,71417104,"sec_776"
"32V.F","FRA","USD",57.64,79518496,"sec_777"
"3308.HK","HKG","CNY",9,1671970048,"sec_778"
"3311.HK","HKG","HKD",8.93,5049160192,"sec_779"
"3313.HK","HKG","CNY",0.405,2293370112,"sec_780"
"3318.HK","HKG","CNY",2.68,779356032,"sec_781"
"3322.HK","HKG","HKD",0.67,1284400000,"sec_782"
"3331.HK","HKG","HKD",13.9,1194390016,"sec_783"
"3333.HK","HKG","CNY",26.8,13036199936,"sec_784"
"3336.HK","HKG","HKD",1.36,1035200000,"sec_785"
"3337.HK","HKG","CNY",0.96,2999259904,"sec_786"
"3368.HK","HKG","CNY",0.87,2649240064,"sec_787"
"3377.HK","HKG","CNY",3.99,7541120000,"sec_788"
"3380.TW","TAI","TWD",16.9,434259008,"sec_789"
"3382.HK","HKG","HKD",0.88,6158000128,"sec_790"
"3383.HK","HKG","CNY",11.1,3917050112,"sec_791"
"33A.F","FRA","USD",1.297,407448000,"sec_792"
"33B.F","FRA","USD",45.61,29113600,"sec_793"
"33L.F","FRA","USD",114.35,135687008,"sec_794"
"33X1.F","FRA","CNY",0.095,2209999872,"sec_795"
"34IA.F","FRA","CAD",0.067,16776400,"sec_796"
"34J.F","FRA","USD",2.17,40387000,"sec_797"
"351.F","FRA","USD",26.9,187034000,"sec_798"
"35OA.F","FRA","USD",1.72,191415008,"sec_799"
"35V.F","FRA","USD",2.3,1749129984,"sec_800"
"3617.TW","TAI","TWD",86.5,80951000,"sec_801"
"3628.HK","HKG","HKD",0.53,8.04e+08,"sec_802"
"3653.TW","TAI","TWD",64.5,106324000,"sec_803"
"3665.TW","TAI","TWD",170,118566000,"sec_804"
"3666.HK","HKG","CNY",0.315,2213029888,"sec_805"
"3669.HK","HKG","CNY",6.74,1837260032,"sec_806"
"3673.TW","TAI","TWD",56.9,406664000,"sec_807"
"3688.HK","HKG","HKD",2.35,1384130048,"sec_808"
"36A.F","FRA","USD",133.25,40500000,"sec_809"
"36P.F","FRA","GBP",7.65,3.92e+08,"sec_810"
"3800.HK","HKG","CNY",0.53,18329999360,"sec_811"
"3818.HK","HKG","CNY",1.22,5886119936,"sec_812"
"3828.HK","HKG","HKD",1.04,727608000,"sec_813"
"3838.HK","HKG","CNY",0.216,5995890176,"sec_814"
"3882.HK","HKG","HKD",0.65,857134016,"sec_815"
"3883.HK","HKG","CNY",5.14,2677880064,"sec_816"
"3888.HK","HKG","CNY",13.22,1364169984,"sec_817"
"3889.HK","HKG","HKD",0.089,1527590016,"sec_818"
"3899.HK","HKG","CNY",6.86,1949929984,"sec_819"
"38A.F","FRA","AUD",0.045,177195008,"sec_820"
"3900.HK","HKG","CNY",8.19,2167739904,"sec_821"
"3918.HK","HKG","USD",8.23,4341009920,"sec_822"
"3933.HK","HKG","CNY",6.53,1639719936,"sec_823"
"3963.HK","HKG","HKD",0.52,412508992,"sec_824"
"3989.HK","HKG","CNY",0.216,14294700032,"sec_825"
"3998.HK","HKG","CNY",1.02,10429700096,"sec_826"
"3999.HK","HKG","CNY",0.475,1015489984,"sec_827"
"39A.F","FRA","EUR",11.89,143004992,"sec_828"
"39B.F","FRA","CAD",3.21,265804992,"sec_829"
"39O.F","FRA","CNY",0.664,2317350,"sec_830"
"3A1.F","FRA","EUR",2.71,101486000,"sec_831"
"3A2.F","FRA","AUD",0.065,1788920064,"sec_832"
"3A3N.F","FRA","SGD",0.225,171046000,"sec_833"
"3A6.F","FRA","USD",0.021,359583008,"sec_834"
"3A9.F","FRA","USD",15.84,68153104,"sec_835"
"3AC.F","FRA","AUD",0.032,620193984,"sec_836"
"3AR.F","FRA","USD",53.33,34015100,"sec_837"
"3AS.F","FRA","USD",1.71,107795000,"sec_838"
"3B4.F","FRA","AUD",0.108,110851000,"sec_839"
"3BA.F","FRA","GBP",6.038,1011529984,"sec_840"
"3BBB.F","FRA","USD",11.85,30175000,"sec_841"
"3BD.F","FRA","CNY",0.102,10584200192,"sec_842"
"3BX.F","FRA","USD",22.16,139975008,"sec_843"
"3CKN.F","FRA","CAD",0.051,27212000,"sec_844"
"3CX.F","FRA","CAD",0.019,85496000,"sec_845"
"3DS.F","FRA","CNY",0.033,1004590016,"sec_846"
"3DW.F","FRA","USD",17.6,8.3e+08,"sec_847"
"3EV.F","FRA","USD",30.97,47493000,"sec_848"
"3FB.F","FRA","SEK",10.36,20359700,"sec_849"
"3FH.F","FRA","ZAR",0.001,414083008,"sec_850"
"3G6.F","FRA","JPY",24.84,13032900,"sec_851"
"3GD.F","FRA","EUR",14.2,81734096,"sec_852"
"3GH.F","FRA","EUR",43.6,20442900,"sec_853"
"3GY.F","FRA","CNY",0.045,18587600896,"sec_854"
"3H3.F","FRA","CNY",0.023,2045600000,"sec_855"
"3H8A.F","FRA","CAD",0.016,56373300,"sec_856"
"3HA.F","FRA","AUD",2.78,87337200,"sec_857"
"3I7.F","FRA","CAD",35.89,109610000,"sec_858"
"3IZ.F","FRA","CNY",5.84,22900000,"sec_859"
"3KH.F","FRA","IDR",0.03,4053050112,"sec_860"
"3L7A.F","FRA","USD",74.11,37501700,"sec_861"
"3ML.F","FRA","CAD",0.009,42681500,"sec_862"
"3MU.F","FRA","EUR",31.75,38262700,"sec_863"
"3N8.F","FRA","JPY",22.29,123394000,"sec_864"
"3ND.F","FRA","CNY",1.49,495350016,"sec_865"
"3NQ.F","FRA","JPY",3.99,43181600,"sec_866"
"3NR.F","FRA","AUD",1.09,370617984,"sec_867"
"3NZ.F","FRA","USD",45.45,152608992,"sec_868"
"3OX.F","FRA","USD",1.93,94470600,"sec_869"
"3PQA.F","FRA","ZAR",13.19,559380992,"sec_870"
"3QO.F","FRA","USD",1.32,49991400,"sec_871"
"3RB.DE","GER","GBP",76.5,706470976,"sec_872"
"3RBB.F","FRA","GBP",14.8,703460992,"sec_873"
"3RL.F","FRA","USD",46.55,47691700,"sec_874"
"3SY.F","FRA","JPY",16.67,434964000,"sec_875"
"3T2.F","FRA","USD",5.61,43472400,"sec_876"
"3TP.F","FRA","USD",0.159,213119008,"sec_877"
"3UK.F","FRA","AUD",0.022,475718016,"sec_878"
"3V64.F","FRA","USD",123.33,2283300096,"sec_879"
"3XN.F","FRA","CNY",0.094,831113024,"sec_880"
"3XRA.F","FRA","USD",3.7,64983000,"sec_881"
"3YM.F","FRA","SGD",0.126,919244992,"sec_882"
"4141.TW","TAI","TWD",24,151912000,"sec_883"
"4142.TW","TAI","TWD",18.2,235684000,"sec_884"
"41A.F","FRA","USD",11.05,53561800,"sec_885"
"41B.F","FRA","GBP",32.32,122659000,"sec_886"
"41X.F","FRA","USD",3.39,62053800,"sec_887"
"42BA.F","FRA","GBP",41.77,133714000,"sec_888"
"43B.F","FRA","USD",3.47,1029900032,"sec_889"
"43G.F","FRA","USD",22.5,72156896,"sec_890"
"44B.F","FRA","GBP",12.58,134272992,"sec_891"
"4545.TW","TAI","TWD",33.4,7.7e+07,"sec_892"
"45A.F","FRA","AUD",0.003,342336000,"sec_893"
"45B.F","FRA","USD",15.79,201823008,"sec_894"
"45I.F","FRA","USD",39.65,33813900,"sec_895"
"46H.F","FRA","USD",18.51,60342100,"sec_896"
"46M.F","FRA","AUD",0.655,320968992,"sec_897"
"473A.F","FRA","USD",7.55,93517200,"sec_898"
"4763.TW","TAI","TWD",128.5,46480000,"sec_899"
"47C.F","FRA","CNY",0.571,2676570112,"sec_900"
"47L.F","FRA","AUD",0.088,81363600,"sec_901"
"4906.TW","TAI","TWD",22.15,344316000,"sec_902"
"4958.TW","TAI","TWD",75.9,804748032,"sec_903"
"4999.TW","TAI","TWD",50.2,73538000,"sec_904"
"4A0.F","FRA","GBP",0.008,177608000,"sec_905"
"4A4B.F","FRA","GBP",9.21,2.54e+08,"sec_906"
"4A5.F","FRA","EUR",15.92,71740304,"sec_907"
"4A91.F","FRA","GBP",29.36,63966000,"sec_908"
"4AB.F","FRA","USD",85.72,1593720064,"sec_909"
"4AE.F","FRA","USD",1.65,40633900,"sec_910"
"4AH1.F","FRA","IDR",0.071,17068999680,"sec_911"
"4AI.F","FRA","CNY",0.38,2663160064,"sec_912"
"4AJ.F","S","DKK",149.6,10862900,"sec_913"
"4AM.F","FRA","USD",12.95,45732500,"sec_914"
"4AP.F","FRA","AUD",0.129,139914000,"sec_915"
"4ARA.F","FRA","USD",0.379,62814900,"sec_916"
"4B3.F","FRA","USD",42.14,42338000,"sec_917"
"4BB.F","FRA","CAD",0.224,749230016,"sec_918"
"4BE.F","FRA","EUR",3.972,481070016,"sec_919"
"4BV.F","FRA","EUR",22.14,435411008,"sec_920"
"4BW.F","FRA","USD",55.07,99690600,"sec_921"
"4CIA.F","FRA","CNY",21.83,61598600,"sec_922"
"4D7.F","FRA","JPY",128.85,75404400,"sec_923"
"4DS.DE","GER","EUR",9.25,5440980,"sec_924"
"4FM.F","FRA","IDR",0.066,3e+09,"sec_925"
"4FU.F","FRA","MXN",2.97,838529024,"sec_926"
