"comp_id","Sector","Industry"
"comp_9048","Consumer Defensive","Farm Products"
"comp_4958","Real Estate","REIT - Office"
"comp_12956","Industrials","Waste Management"
"comp_12761","Technology","Software - Application"
"comp_3616","Healthcare","Biotechnology"
"comp_3555","Industrials","Farm & Construction Equipment"
"comp_10775","Industrials","Airlines"
"comp_1439","Technology","Information Technology Services"
"comp_3487","Basic Materials","Industrial Metals & Minerals"
"comp_5268","Consumer Cyclical","Apparel Stores"
"comp_2427","Industrials","Metal Fabrication"
"comp_5924","Basic Materials","Building Materials"
"comp_6642","Industrials","Waste Management"
"comp_7153","Healthcare","Biotechnology"
"comp_4134","Consumer Cyclical","Apparel Stores"
"comp_3095","Industrials","Staffing & Outsourcing Services"
"comp_6056","Consumer Defensive","Beverages - Soft Drinks"
"comp_4346","Industrials","Business Services"
"comp_8920","Technology","Software - Application"
"comp_9284","Energy","Oil & Gas Midstream"
"comp_4293","Energy","Oil & Gas Midstream"
"comp_12441","Industrials","Tools & Accessories"
"comp_5761","Energy","Oil & Gas Midstream"
"comp_11953","Financial Services","Asset Management"
"comp_10584","Healthcare","Biotechnology"
"comp_9196","Financial Services","Banks - Regional - US"
"comp_2337","Real Estate","REIT - Hotel & Motel"
"comp_8724","Technology","Scientific & Technical Instruments"
"comp_10790","Basic Materials","Industrial Metals & Minerals"
"comp_13071","Industrials","Diversified Industrials"
"comp_11137","Financial Services","Banks - Regional - US"
"comp_13532","Basic Materials","Industrial Metals & Minerals"
"comp_6674","Basic Materials","Gold"
"comp_9040","Consumer Cyclical","Restaurants"
"comp_3610","Financial Services","Asset Management"
"comp_6002","Financial Services","Credit Services"
"comp_5715","Consumer Cyclical","Leisure"
"comp_3595","Technology","Information Technology Services"
"comp_11726","Basic Materials","Industrial Metals & Minerals"
"comp_3579","Consumer Defensive","Household & Personal Products"
"comp_3392","Financial Services","Banks - Regional - US"
"comp_935","Basic Materials","Industrial Metals & Minerals"
"comp_12285","Basic Materials","Gold"
"comp_10627","Technology","Information Technology Services"
"comp_1269","Consumer Cyclical","Lodging"
"comp_5120","Financial Services","Banks - Regional - US"
"comp_10828","Consumer Defensive","Packaged Foods"
"comp_12859","Technology","Software - Application"
"comp_11738","Industrials","Business Services"
"comp_13293","Consumer Cyclical","Gambling"
"comp_6017","Financial Services","Specialty Finance"
"comp_8601","Basic Materials","Industrial Metals & Minerals"
"comp_12658","Energy","Oil & Gas Drilling"
"comp_825","Healthcare","Biotechnology"
"comp_404","Real Estate","Real Estate - General"
"comp_9583","Utilities","Utilities - Regulated Gas"
"comp_5819","Industrials","Diversified Industrials"
"comp_12801","Financial Services","Banks - Regional - US"
"comp_1258","Real Estate","REIT - Diversified"
"comp_4879","Healthcare","Biotechnology"
"comp_5889","Technology","Software - Application"
"comp_2125","Financial Services","Savings & Cooperative Banks"
"comp_4140","Basic Materials","Industrial Metals & Minerals"
"comp_5988","Basic Materials","Chemicals"
"comp_13026","Basic Materials","Industrial Metals & Minerals"
"comp_10533","Energy","Oil & Gas E&P"
"comp_8917","Technology","Communication Equipment"
"comp_10091","Consumer Cyclical","Resorts & Casinos"
"comp_3534","Energy","Oil & Gas E&P"
"comp_10341","Utilities","Utilities - Diversified"
"comp_13375","Technology","Semiconductor Equipment & Materials"
"comp_11311","Energy","Oil & Gas E&P"
"comp_10929","Healthcare","Biotechnology"
"comp_6992","Basic Materials","Industrial Metals & Minerals"
"comp_12214","Technology","Computer Systems"
"comp_11073","Basic Materials","Industrial Metals & Minerals"
"comp_3747","Financial Services","Banks - Regional - US"
"comp_754","Technology","Software - Application"
"comp_3020","Industrials","Business Services"
"comp_8787","Industrials","Metal Fabrication"
"comp_10007","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_11463","Energy","Oil & Gas E&P"
"comp_18","Financial Services","Banks - Regional - Asia"
"comp_2759","Basic Materials","Industrial Metals & Minerals"
"comp_4171","Financial Services","Banks - Regional - US"
"comp_6132","Consumer Defensive","Food Distribution"
"comp_890","Technology","Semiconductor Equipment & Materials"
"comp_3318","Financial Services","Banks - Regional - US"
"comp_9355","Technology","Semiconductors"
"comp_7694","Consumer Cyclical","Specialty Retail"
"comp_7069","Healthcare","Biotechnology"
"comp_4076","Consumer Cyclical","Footwear & Accessories"
"comp_10099","Industrials","Waste Management"
"comp_11550","Basic Materials","Industrial Metals & Minerals"
"comp_7168","Technology","Software - Application"
"comp_7589","Industrials","Diversified Industrials"
"comp_6299","Consumer Cyclical","Specialty Retail"
"comp_12320","Consumer Cyclical","Resorts & Casinos"
"comp_13636","Technology","Internet Content & Information"
"comp_3548","Basic Materials","Industrial Metals & Minerals"
"comp_11815","Real Estate","REIT - Diversified"
"comp_529","Energy","Oil & Gas Equipment & Services"
"comp_4507","Industrials","Waste Management"
"comp_10426","Basic Materials","Industrial Metals & Minerals"
"comp_3818","Consumer Defensive","Beverages - Soft Drinks"
"comp_12898","Basic Materials","Industrial Metals & Minerals"
"comp_4226","Consumer Cyclical","Residential Construction"
"comp_3200","Financial Services","Banks - Regional - Europe"
"comp_3909","Healthcare","Medical Instruments & Supplies"
"comp_2036","Technology","Software - Infrastructure"
"comp_5707","Consumer Defensive","Household & Personal Products"
"comp_60","Industrials","Engineering & Construction"
"comp_2310","Consumer Defensive","Household & Personal Products"
"comp_1179","Basic Materials","Industrial Metals & Minerals"
"comp_10109","Financial Services","Banks - Regional - US"
"comp_2397","Industrials","Trucking"
"comp_4524","Real Estate","REIT - Residential"
"comp_10022","Real Estate","REIT - Office"
"comp_12705","Communication Services","Telecom Services"
"comp_13414","Industrials","Business Services"
"comp_6494","Energy","Oil & Gas Equipment & Services"
"comp_2344","Basic Materials","Industrial Metals & Minerals"
"comp_9376","Healthcare","Biotechnology"
"comp_13181","Utilities","Utilities - Regulated Electric"
"comp_4482","Technology","Contract Manufacturers"
"comp_1290","Consumer Cyclical","Leisure"
"comp_6513","Real Estate","REIT - Diversified"
"comp_11903","Technology","Solar"
"comp_13339","Financial Services","Banks - Regional - US"
"comp_908","Technology","Software - Application"
"comp_11496","Basic Materials","Industrial Metals & Minerals"
"comp_8444","Consumer Cyclical","Media - Diversified"
"comp_9816","Financial Services","Capital Markets"
"comp_7449","Financial Services","Capital Markets"
"comp_9568","Consumer Cyclical","Residential Construction"
"comp_2466","Consumer Cyclical","Restaurants"
"comp_5951","Real Estate","Real Estate Services"
"comp_2796","Basic Materials","Industrial Metals & Minerals"
"comp_12682","Basic Materials","Industrial Metals & Minerals"
"comp_8026","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_2888","Basic Materials","Industrial Metals & Minerals"
"comp_7420","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_9314","Technology","Information Technology Services"
"comp_13553","Energy","Oil & Gas E&P"
"comp_11690","Consumer Defensive","Food Distribution"
"comp_3310","Consumer Defensive","Beverages - Wineries & Distilleries"
"comp_9992","Financial Services","Banks - Regional - US"
"comp_4230","Healthcare","Biotechnology"
"comp_3032","Basic Materials","Industrial Metals & Minerals"
"comp_10059","Energy","Oil & Gas E&P"
"comp_6359","Consumer Cyclical","Specialty Retail"
"comp_7103","Industrials","Rental & Leasing Services"
"comp_8811","Consumer Cyclical","Auto Parts"
"comp_10529","Technology","Health Information Services"
"comp_4838","Technology","Software - Infrastructure"
"comp_10867","Consumer Cyclical","Broadcasting - TV"
"comp_3869","Basic Materials","Industrial Metals & Minerals"
"comp_8708","Industrials","Business Equipment"
"comp_10323","Industrials","Diversified Industrials"
"comp_13443","Healthcare","Biotechnology"
"comp_2775","Healthcare","Diagnostics & Research"
"comp_12924","Healthcare","Diagnostics & Research"
"comp_9380","Basic Materials","Specialty Chemicals"
"comp_13179","Basic Materials","Lumber & Wood Production"
"comp_4063","Industrials","Aerospace & Defense"
"comp_1302","Industrials","Conglomerates"
"comp_5759","Financial","Money Center Banks"
"comp_13415","Industrials","Diversified Industrials"
"comp_11166","Financial Services","Banks - Regional - US"
"comp_4277","Healthcare","Biotechnology"
"comp_3903","Financial Services","Banks - Regional - US"
"comp_13391","Consumer Cyclical","Media - Diversified"
"comp_13076","Energy","Oil & Gas Refining & Marketing"
"comp_13459","Consumer Cyclical","Textile Manufacturing"
"comp_10625","Technology","Software - Application"
"comp_2806","Technology","Communication Equipment"
"comp_6863","Healthcare","Biotechnology"
"comp_7198","Financial Services","Savings & Cooperative Banks"
"comp_11274","Industrials","Business Services"
"comp_4101","Financial Services","Capital Markets"
"comp_6972","Consumer Cyclical","Media - Diversified"
"comp_3777","Consumer Defensive","Education & Training Services"
"comp_13269","Basic Materials","Steel"
"comp_4139","Basic Materials","Industrial Metals & Minerals"
"comp_4751","Healthcare","Biotechnology"
"comp_12913","Technology","Software - Application"
"comp_9197","Technology","Information Technology Services"
"comp_11599","Healthcare","Medical Distribution"
"comp_10570","Technology","Software - Application"
"comp_5227","Technology","Software - Application"
"comp_6108","Basic Materials","Industrial Metals & Minerals"
"comp_5246","Healthcare","Biotechnology"
"comp_3898","Financial Services","Banks - Regional - US"
"comp_11424","Technology","Information Technology Services"
"comp_10274","Consumer Cyclical","Media - Diversified"
"comp_9945","Real Estate","Real Estate Services"
"comp_13255","Consumer Cyclical","Marketing Services"
"comp_11512","Technology","Internet Content & Information"
"comp_4213","Technology","Semiconductors"
"comp_10983","Industrials","Aerospace & Defense"
"comp_10685","Consumer Defensive","Farm Products"
"comp_1345","Technology","Software - Application"
"comp_13120","Healthcare","Health Care Plans"
"comp_2297","Financial Services","Asset Management"
"comp_6520","Technology","Electronic Gaming & Multimedia"
"comp_1859","Industrials","Conglomerates"
"comp_10999","Real Estate","REIT - Residential"
"comp_9010","Technology","Internet Content & Information"
"comp_5755","Healthcare","Diagnostics & Research"
"comp_8196","Technology","Electronics Distribution"
"comp_6180","Consumer Cyclical","Apparel Stores"
"comp_8136","Industrials","Industrial Distribution"
"comp_12819","Healthcare","Biotechnology"
"comp_7488","Consumer Cyclical","Marketing Services"
"comp_6442","Industrials","Diversified Industrials"
"comp_10241","Basic Materials","Industrial Metals & Minerals"
"comp_276","Consumer Cyclical","Department Stores"
"comp_2728","Financial Services","Insurance Brokers"
"comp_2141","Basic Materials","Copper"
"comp_8809","Industrials","Business Services"
"comp_1015","Healthcare","Biotechnology"
"comp_9981","Industrials","Business Equipment"
"comp_2485","Consumer Defensive","Tobacco"
"comp_10851","Financial Services","Capital Markets"
"comp_11379","Industrials","Metal Fabrication"
"comp_10342","Basic Materials","Industrial Metals & Minerals"
"comp_9018","Consumer Cyclical","Residential Construction"
"comp_13349","Consumer Defensive","Beverages - Wineries & Distilleries"
"comp_8395","Healthcare","Biotechnology"
"comp_12135","Industrials","Trucking"
"comp_5217","Energy","Oil & Gas Equipment & Services"
"comp_12221","Communication Services","Telecom Services"
"comp_4102","Healthcare","Biotechnology"
"comp_1256","Financial Services","Banks - Regional - US"
"comp_7506","Technology","Software - Application"
"comp_5264","Technology","Software - Application"
"comp_1326","Industrials","Conglomerates"
"comp_1547","Basic Materials","Industrial Metals & Minerals"
"comp_8494","Technology","Software - Application"
"comp_905","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_13097","Industrials","Industrial Distribution"
"comp_7723","Basic Materials","Industrial Metals & Minerals"
"comp_8998","Consumer Cyclical","Residential Construction"
"comp_1959","Basic Materials","Industrial Metals & Minerals"
"comp_12572","Real Estate","REIT - Office"
"comp_7809","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_11983","Basic Materials","Chemicals"
"comp_13010","Financial Services","Specialty Finance"
"comp_7708","Basic Materials","Industrial Metals & Minerals"
"comp_6547","Basic Materials","Industrial Metals & Minerals"
"comp_1764","Basic Materials","Industrial Metals & Minerals"
"comp_2003","Consumer Defensive","Household & Personal Products"
"comp_8656","Financial Services","Asset Management"
"comp_9550","Industrials","Airlines"
"comp_3964","Technology","Software - Application"
"comp_8844","Consumer Cyclical","Broadcasting - TV"
"comp_692","Basic Materials","Industrial Metals & Minerals"
"comp_1499","Technology","Scientific & Technical Instruments"
"comp_10128","Technology","Software - Application"
"comp_6808","Consumer Cyclical","Department Stores"
"comp_8562","Financial Services","Savings & Cooperative Banks"
"comp_13607","Technology","Software - Application"
"comp_9470","Financial Services","Specialty Finance"
"comp_7494","Industrials","Conglomerates"
"comp_5613","Industrials","Diversified Industrials"
"comp_9243","Energy","Oil & Gas Equipment & Services"
"comp_3320","Basic Materials","Gold"
"comp_12146","Industrials","Aerospace & Defense"
"comp_6242","Technology","Software - Application"
"comp_5554","Basic Materials","Major Integrated Oil & Gas"
"comp_2720","Consumer Cyclical","Auto Manufacturers"
"comp_7948","Technology","Electronic Components"
"comp_9903","Healthcare","Biotechnology"
"comp_2054","Technology","Electronic Components"
"comp_11634","Technology","Information Technology Services"
"comp_5031","Healthcare","Biotechnology"
"comp_8497","Real Estate","Real Estate - General"
"comp_12237","Energy","Oil & Gas E&P"
"comp_100","Consumer Cyclical","Specialty Retail"
"comp_5878","Financial Services","Banks - Regional - US"
"comp_2979","Energy","Oil & Gas Midstream"
"comp_4916","Technology","Software - Infrastructure"
"comp_6589","Energy","Oil & Gas E&P"
"comp_6909","Basic Materials","Industrial Metals & Minerals"
"comp_2376","Technology","Software - Application"
"comp_2535","Industrials","Diversified Industrials"
"comp_9581","Financial Services","Banks - Regional - US"
"comp_6763","Real Estate","Real Estate Services"
"comp_5934","Financial Services","Banks - Regional - US"
"comp_134","Real Estate","Real Estate Services"
"comp_5542","Utilities","Utilities - Independent Power Producers"
"comp_9551","Financial Services","Banks - Regional - Asia"
"comp_1916","Technology","Software - Infrastructure"
"comp_879","Industrials","Engineering & Construction"
"comp_13449","Industrials","Engineering & Construction"
"comp_854","Technology","Electronic Gaming & Multimedia"
"comp_695","Financial Services","Asset Management"
"comp_11347","Energy","Oil & Gas Midstream"
"comp_8993","Consumer Defensive","Pharmaceutical Retailers"
"comp_5539","Consumer Cyclical","Restaurants"
"comp_8767","Industrials","Railroads"
"comp_1534","Industrials","Business Services"
"comp_2503","Technology","Software - Application"
"comp_7983","Technology","Electronic Gaming & Multimedia"
"comp_12714","Real Estate","Real Estate Services"
"comp_3645","Consumer Defensive","Discount Stores"
"comp_4629","Financial Services","Capital Markets"
"comp_3685","Industrials","Conglomerates"
"comp_2078","Industrials","Aerospace & Defense"
"comp_8751","Healthcare","Medical Devices"
"comp_6114","Consumer Cyclical","Specialty Retail"
"comp_486","Healthcare","Biotechnology"
"comp_3127","Consumer Defensive","Farm Products"
"comp_1788","Technology","Solar"
"comp_8991","Technology","Software - Application"
"comp_13207","Consumer Cyclical","Rubber & Plastics"
"comp_11252","Basic Materials","Industrial Metals & Minerals"
"comp_6615","Real Estate","REIT - Industrial"
"comp_15","Technology","Semiconductors"
"comp_13175","Real Estate","REIT - Diversified"
"comp_12021","Industrials","Diversified Industrials"
"comp_6802","Basic Materials","Gold"
"comp_9323","Industrials","Rental & Leasing Services"
"comp_4944","Financial Services","Banks - Regional - US"
"comp_8065","Communication Services","Telecom Services"
"comp_29","Industrials","Conglomerates"
"comp_2937","Industrials","Railroads"
"comp_10272","Financial Services","Banks - Regional - US"
"comp_13594","Communication Services","Telecom Services"
"comp_11769","Healthcare","Medical Care"
"comp_4337","Healthcare","Health Care Plans"
"comp_10689","Technology","Semiconductor Equipment & Materials"
"comp_7410","Communication Services","Telecom Services"
"comp_3793","Industrials","Waste Management"
"comp_8953","Industrials","Conglomerates"
"comp_729","Technology","Software - Infrastructure"
"comp_4550","Financial Services","Banks - Regional - US"
"comp_12301","Energy","Oil & Gas Integrated"
"comp_7788","Real Estate","Real Estate - General"
"comp_904","Healthcare","Biotechnology"
"comp_11003","Financial Services","Savings & Cooperative Banks"
"comp_9546","Technology","Communication Equipment"
"comp_3489","Financial Services","Capital Markets"
"comp_3711","Industrials","Business Services"
"comp_3572","Industrials","Diversified Industrials"
"comp_8153","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_11244","Industrials","Conglomerates"
"comp_13348","Financial Services","Savings & Cooperative Banks"
"comp_10877","Healthcare","Medical Instruments & Supplies"
"comp_11206","Industrials","Business Equipment"
"comp_4118","Financial Services","Banks - Regional - US"
"comp_1443","Technology","Communication Equipment"
"comp_4703","Technology","Computer Systems"
"comp_4880","Industrials","Tools & Accessories"
"comp_8210","Healthcare","Medical Care"
"comp_7098","Industrials","Trucking"
"comp_11018","Consumer Defensive","Pharmaceutical Retailers"
"comp_9796","Healthcare","Diagnostics & Research"
"comp_6155","Consumer Cyclical","Footwear & Accessories"
"comp_10753","Energy","Oil & Gas E&P"
"comp_12643","Consumer Cyclical","Media - Diversified"
"comp_7368","Communication Services","Telecom Services"
"comp_10569","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_10865","Financial Services","Insurance - Property & Casualty"
"comp_12231","Communication Services","Telecom Services"
"comp_3734","Energy","Oil & Gas E&P"
"comp_12200","Healthcare","Biotechnology"
"comp_5231","Real Estate","Real Estate Services"
"comp_6976","Healthcare","Biotechnology"
"comp_4826","Real Estate","REIT - Healthcare Facilities"
"comp_8919","Technology","Semiconductor Equipment & Materials"
"comp_6074","Technology","Software - Application"
"comp_2837","Basic Materials","Industrial Metals & Minerals"
"comp_3892","Basic Materials","Building Materials"
"comp_12922","Consumer Cyclical","Textile Manufacturing"
"comp_2569","Basic Materials","Steel"
"comp_4014","Basic Materials","Industrial Metals & Minerals"
"comp_7464","Industrials","Conglomerates"
"comp_10215","Technology","Electronic Gaming & Multimedia"
"comp_4677","Utilities","Utilities - Regulated Gas"
"comp_5949","Financial Services","Banks - Regional - US"
"comp_7431","Consumer Cyclical","Advertising Agencies"
"comp_5670","Real Estate","REIT - Retail"
"comp_6798","Technology","Computer Systems"
"comp_4407","Basic Materials","Industrial Metals & Minerals"
"comp_6747","Basic Materials","Gold"
"comp_12953","Basic Materials","Industrial Metals & Minerals"
"comp_4885","Industrials","Aerospace & Defense"
"comp_11720","Real Estate","Real Estate Services"
"comp_4765","Financial Services","Banks - Regional - US"
"comp_6303","Financial Services","Banks - Regional - US"
"comp_5991","Basic Materials","Industrial Metals & Minerals"
"comp_9579","Industrials","Security & Protection Services"
"comp_2193","Financial Services","Asset Management"
"comp_84","Basic Materials","Lumber & Wood Production"
"comp_13536","Consumer Cyclical","Specialty Retail"
"comp_1705","Industrials","Metal Fabrication"
"comp_2343","Consumer Cyclical","Textile Manufacturing"
"comp_6681","Healthcare","Biotechnology"
"comp_10884","Consumer Defensive","Beverages - Soft Drinks"
"comp_11202","Technology","Semiconductor Equipment & Materials"
"comp_13143","Basic Materials","Steel"
"comp_4153","Industrials","Conglomerates"
"comp_11544","Healthcare","Medical Devices"
"comp_9986","Industrials","Business Services"
"comp_9192","Consumer Cyclical","Marketing Services"
"comp_9069","Financial Services","Banks - Regional - US"
"comp_6317","Basic Materials","Specialty Chemicals"
"comp_6653","Basic Materials","Gold"
"comp_6820","Healthcare","Biotechnology"
"comp_9749","Healthcare","Medical Distribution"
"comp_6955","Basic Materials","Chemicals"
"comp_5449","Industrials","Conglomerates"
"comp_9469","Energy","Oil & Gas E&P"
"comp_10419","Energy","Oil & Gas Refining & Marketing"
"comp_12121","Basic Materials","Gold"
"comp_5989","Consumer Cyclical","Recreational Vehicles"
"comp_5136","Consumer Cyclical","Publishing"
"comp_4754","Consumer Cyclical","Apparel Manufacturing"
"comp_744","Technology","Software - Application"
"comp_6403","Energy","Oil & Gas Midstream"
"comp_1433","Industrials","Business Services"
"comp_7049","Healthcare","Biotechnology"
"comp_12443","Industrials","Business Services"
"comp_1119","Consumer Defensive","Farm Products"
"comp_2558","Industrials","Staffing & Outsourcing Services"
"comp_12556","Financial Services","Savings & Cooperative Banks"
"comp_1940","Communication Services","Telecom Services"
"comp_5229","Consumer Cyclical","Apparel Manufacturing"
"comp_5984","Energy","Oil & Gas Equipment & Services"
"comp_8143","Financial Services","Banks - Regional - US"
"comp_4707","Energy","Oil & Gas E&P"
"comp_2515","Technology","Electronics Distribution"
"comp_12736","Consumer Defensive","Tobacco"
"comp_9569","Financial Services","Savings & Cooperative Banks"
"comp_11242","Consumer Cyclical","Leisure"
"comp_11533","Industrials","Waste Management"
"comp_11113","Energy","Oil & Gas E&P"
"comp_11024","Financial Services","Savings & Cooperative Banks"
"comp_1761","Basic Materials","Steel"
"comp_8595","Healthcare","Biotechnology"
"comp_11452","Consumer Cyclical","Leisure"
"comp_2336","Industrials","Aerospace & Defense"
"comp_6230","Financial Services","Banks - Regional - US"
"comp_9900","Financial Services","Banks - Regional - US"
"comp_1581","Real Estate","Silver"
"comp_10473","Technology","Electronic Components"
"comp_5975","Industrials","Diversified Industrials"
"comp_3817","Consumer Defensive","Beverages - Brewers"
"comp_5152","Energy","Oil & Gas E&P"
"comp_11792","Industrials","Railroads"
"comp_2926","Basic Materials","Steel"
"comp_4835","Utilities","Utilities - Regulated Water"
"comp_2852","Technology","Consumer Electronics"
"comp_9861","Basic Materials","Industrial Metals & Minerals"
"comp_1132","Technology","Solar"
"comp_10480","Utilities","Utilities - Regulated Electric"
"comp_7202","Industrials","Business Services"
"comp_10052","Healthcare","Biotechnology"
"comp_3357","Basic Materials","Industrial Metals & Minerals"
"comp_9433","Energy","Oil & Gas Equipment & Services"
"comp_1672","Consumer Cyclical","Apparel Stores"
"comp_7564","Consumer Cyclical","Restaurants"
"comp_4843","Industrials","Aerospace & Defense"
"comp_13355","Consumer Cyclical","Footwear & Accessories"
"comp_8406","Consumer Cyclical","Media - Diversified"
"comp_4568","Industrials","Railroads"
"comp_12381","Technology","Scientific & Technical Instruments"
"comp_8968","Healthcare","Biotechnology"
"comp_8700","Financial Services","Insurance - Reinsurance"
"comp_4727","Financial Services","Banks - Regional - Europe"
"comp_3362","Healthcare","Biotechnology"
"comp_254","Consumer Cyclical","Publishing"
"comp_13050","Energy","Oil & Gas E&P"
"comp_12766","Basic Materials","Industrial Metals & Minerals"
"comp_10216","Healthcare","Diagnostics & Research"
"comp_1759","Real Estate","REIT - Diversified"
"comp_10519","Financial Services","Savings & Cooperative Banks"
"comp_9989","Financial Services","Banks - Regional - US"
"comp_5174","Technology","Information Technology Services"
"comp_5970","Industrials","Integrated Shipping & Logistics"
"comp_1233","Consumer Cyclical","Leisure"
"comp_8579","Consumer Defensive","Household & Personal Products"
"comp_4022","Healthcare","Diagnostics & Research"
"comp_897","Consumer Cyclical","Restaurants"
"comp_6850","Industrials","Industrial Distribution"
"comp_3071","Technology","Communication Equipment"
"comp_8631","Basic Materials","Industrial Metals & Minerals"
"comp_5954","Basic Materials","Industrial Metals & Minerals"
"comp_12302","Industrials","Pollution & Treatment Controls"
"comp_13475","Consumer Defensive","Farm Products"
"comp_3917","Financial Services","Capital Markets"
"comp_4636","Financial Services","Asset Management"
"comp_13413","Industrials","Railroads"
"comp_12855","Healthcare","Biotechnology"
"comp_10254","Financial Services","Banks - Regional - US"
"comp_11685","Technology","Semiconductors"
"comp_6618","Basic Materials","Industrial Metals & Minerals"
"comp_11302","Financial Services","Asset Management"
"comp_8837","Utilities","Utilities - Independent Power Producers"
"comp_12351","Technology","Internet Content & Information"
"comp_6362","Consumer Cyclical","Gambling"
"comp_4776","Financial Services","Banks - Regional - US"
"comp_1735","Consumer Cyclical","Packaging & Containers"
"comp_5993","Financial Services","Insurance - Property & Casualty"
"comp_136","Consumer Cyclical","Auto Parts"
"comp_3076","Basic Materials","Agricultural Inputs"
"comp_12694","Energy","Oil & Gas E&P"
"comp_875","Technology","Internet Content & Information"
"comp_10725","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_10681","Industrials","Business Services"
"comp_13061","Healthcare","Medical Devices"
"comp_7219","Healthcare","Medical Instruments & Supplies"
"comp_1553","Financial Services","Insurance - Property & Casualty"
"comp_12406","Industrials","Conglomerates"
"comp_13267","Basic Materials","Coal"
"comp_12403","Healthcare","Biotechnology"
"comp_3118","Consumer Cyclical","Specialty Retail"
"comp_4769","Technology","Software - Infrastructure"
"comp_2152","Basic Materials","Industrial Metals & Minerals"
"comp_1148","Financial Services","Capital Markets"
"comp_9486","Industrials","Security & Protection Services"
"comp_7285","Financial Services","Insurance - Life"
"comp_8233","Consumer Cyclical","Leisure"
"comp_12042","Technology","Internet Content & Information"
"comp_6517","Basic Materials","Paper & Paper Products"
"comp_2039","Technology","Information Technology Services"
"comp_6389","Healthcare","Health Care Plans"
"comp_10804","Healthcare","Biotechnology"
"comp_1117","Basic Materials","Gold"
"comp_6910","Consumer Cyclical","Marketing Services"
"comp_5130","Communication Services","Pay TV"
"comp_11313","Healthcare","Biotechnology"
"comp_3343","Consumer Defensive","Packaged Foods"
"comp_8531","Energy","Oil & Gas Equipment & Services"
"comp_4121","Healthcare","Biotechnology"
"comp_5327","Basic Materials","Agricultural Inputs"
"comp_10246","Technology","Electronic Components"
"comp_12010","Consumer Cyclical","Restaurants"
"comp_1661","Consumer Cyclical","Specialty Retail"
"comp_13169","Industrials","Business Services"
"comp_6736","Basic Materials","Industrial Metals & Minerals"
"comp_7958","Industrials","Engineering & Construction"
"comp_377","Healthcare","Biotechnology"
"comp_11417","Industrials","Metal Fabrication"
"comp_13171","Financial Services","Banks - Regional - US"
"comp_5873","Financial Services","Banks - Regional - US"
"comp_8690","Healthcare","Biotechnology"
"comp_525","Industrials","Security & Protection Services"
"comp_6062","Technology","Communication Equipment"
"comp_6524","Healthcare","Biotechnology"
"comp_13127","Basic Materials","Specialty Chemicals"
"comp_8877","Industrials","Diversified Industrials"
"comp_10418","Consumer Defensive","Discount Stores"
"comp_6116","Financial Services","Banks - Regional - US"
"comp_9649","Financial Services","Savings & Cooperative Banks"
"comp_6754","Basic Materials","Industrial Metals & Minerals"
"comp_8197","Consumer Defensive","Household & Personal Products"
"comp_10872","Financial Services","Credit Services"
"comp_11855","Consumer Cyclical","Auto Parts"
"comp_10251","Real Estate","REIT - Retail"
"comp_2047","Technology","Semiconductor Equipment & Materials"
"comp_7136","Technology","Software - Application"
"comp_1741","Healthcare","Drug Manufacturers - Major"
"comp_6482","Healthcare","Drug Manufacturers - Major"
"comp_11528","Technology","Communication Equipment"
"comp_7391","Energy","Oil & Gas Refining & Marketing"
"comp_5811","Technology","Software - Application"
"comp_5488","Energy","Oil & Gas E&P"
"comp_1800","Technology","Communication Equipment"
"comp_835","Energy","Oil & Gas Equipment & Services"
"comp_13379","Energy","Oil & Gas Drilling"
"comp_10285","Energy","Oil & Gas E&P"
"comp_10691","Technology","Internet Content & Information"
"comp_6089","Technology","Electronic Components"
"comp_12707","Financial Services","Banks - Regional - US"
"comp_11225","Financial Services","Insurance Brokers"
"comp_7311","Communication Services","Telecom Services"
"comp_13520","Consumer Defensive","Packaged Foods"
"comp_5614","Healthcare","Medical Devices"
"comp_4557","Healthcare","Biotechnology"
"comp_13605","Technology","Communication Equipment"
"comp_6970","Communication Services","Telecom Services"
"comp_2275","Real Estate","Real Estate - General"
"comp_1641","Consumer Cyclical","Auto Parts"
"comp_1028","Basic Materials","Steel"
"comp_3499","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_12103","Energy","Oil & Gas Equipment & Services"
"comp_5408","Healthcare","Drug Manufacturers - Major"
"comp_5691","Basic Materials","Industrial Metals & Minerals"
"comp_2204","Real Estate","Real Estate - General"
"comp_2463","Industrials","Business Services"
"comp_3326","Financial Services","Asset Management"
"comp_10672","Consumer Cyclical","Lodging"
"comp_9071","Technology","Software - Application"
"comp_4527","Basic Materials","Industrial Metals & Minerals"
"comp_5718","Technology","Scientific & Technical Instruments"
"comp_11715","Healthcare","Diagnostics & Research"
"comp_5753","Financial Services","Banks - Regional - US"
"comp_4485","Healthcare","Biotechnology"
"comp_12090","Healthcare","Diagnostics & Research"
"comp_347","Basic Materials","Industrial Metals & Minerals"
"comp_4652","Consumer Defensive","Discount Stores"
