"sec_id","comp_id"
"sec_14973","comp_10142"
"sec_19118","comp_12795"
"sec_5732","comp_3887"
"sec_6332","comp_4261"
"sec_6081","comp_4069"
"sec_17283","comp_11609"
"sec_14541","comp_9850"
"sec_14878","comp_10073"
"sec_12190","comp_8269"
"sec_12158","comp_8269"
"sec_13840","comp_9413"
"sec_16214","comp_10916"
"sec_8960","comp_5917"
"sec_8679","comp_5917"
"sec_114","comp_104"
"sec_11505","comp_7833"
"sec_11673","comp_7833"
"sec_11674","comp_7833"
"sec_7063","comp_4804"
"sec_13984","comp_9499"
"sec_17572","comp_11643"
"sec_17327","comp_11643"
"sec_20710","comp_11643"
"sec_17078","comp_11477"
"sec_6096","comp_4082"
"sec_20068","comp_13335"
"sec_15731","comp_10484"
"sec_15508","comp_10484"
"sec_15509","comp_10484"
"sec_3072","comp_2264"
"sec_1762","comp_1423"
"sec_14227","comp_7889"
"sec_11576","comp_7889"
"sec_15810","comp_10657"
"sec_14403","comp_9753"
"sec_18227","comp_12216"
"sec_9004","comp_6144"
"sec_8096","comp_5508"
"sec_7342","comp_4997"
"sec_18737","comp_12546"
"sec_4976","comp_3433"
"sec_4975","comp_3433"
"sec_10642","comp_3433"
"sec_4974","comp_3433"
"sec_10643","comp_3433"
"sec_14250","comp_9653"
"sec_1714","comp_1384"
"sec_1888","comp_1381"
"sec_1710","comp_1381"
"sec_17072","comp_1381"
"sec_5660","comp_1381"
"sec_16803","comp_1381"
"sec_7056","comp_4188"
"sec_6239","comp_4188"
"sec_7055","comp_4188"
"sec_10787","comp_7341"
"sec_3490","comp_2516"
"sec_10070","comp_2516"
"sec_9887","comp_6729"
"sec_4119","comp_2886"
"sec_19023","comp_5459"
"sec_8028","comp_5459"
"sec_19391","comp_5459"
"sec_4478","comp_3111"
"sec_19654","comp_13117"
"sec_17341","comp_11656"
"sec_17342","comp_11656"
"sec_19869","comp_13237"
"sec_14058","comp_9547"
"sec_10301","comp_7014"
"sec_20471","comp_13513"
"sec_15720","comp_10603"
"sec_15718","comp_10603"
"sec_16308","comp_10603"
"sec_15719","comp_10603"
"sec_9893","comp_6732"
"sec_9892","comp_6732"
"sec_8069","comp_5491"
"sec_16401","comp_6334"
"sec_9300","comp_6334"
"sec_9650","comp_6334"
"sec_7159","comp_4875"
"sec_18723","comp_4875"
"sec_7166","comp_4875"
"sec_17096","comp_11491"
"sec_4002","comp_2808"
"sec_252","comp_223"
"sec_621","comp_223"
"sec_11508","comp_7836"
"sec_12019","comp_8174"
"sec_6580","comp_4444"
"sec_6581","comp_4444"
"sec_3647","comp_2604"
"sec_9519","comp_6479"
"sec_9804","comp_6670"
"sec_14728","comp_9962"
"sec_9330","comp_6356"
"sec_10789","comp_7342"
"sec_13200","comp_9017"
"sec_2702","comp_1753"
"sec_2305","comp_1753"
"sec_19621","comp_13100"
"sec_16443","comp_11049"
"sec_15144","comp_10264"
"sec_15271","comp_10264"
"sec_19197","comp_12851"
"sec_3131","comp_2290"
"sec_18987","comp_12706"
"sec_6048","comp_4036"
"sec_8366","comp_5695"
"sec_15754","comp_3259"
"sec_4721","comp_3259"
"sec_17455","comp_3259"
"sec_10966","comp_7481"
"sec_12200","comp_8294"
"sec_4835","comp_2985"
"sec_4287","comp_2985"
"sec_5052","comp_3480"
"sec_962","comp_838"
"sec_2442","comp_1844"
"sec_2441","comp_1844"
"sec_17908","comp_12015"
"sec_109","comp_99"
"sec_7566","comp_5151"
"sec_16695","comp_11223"
"sec_5180","comp_3557"
"sec_5182","comp_3557"
"sec_20141","comp_3557"
"sec_15315","comp_10369"
"sec_7396","comp_5037"
"sec_9578","comp_6525"
"sec_18799","comp_12589"
"sec_17762","comp_11918"
"sec_17773","comp_11918"
"sec_19425","comp_12981"
"sec_7255","comp_4937"
"sec_11424","comp_7772"
"sec_19189","comp_12847"
"sec_19188","comp_12847"
"sec_12262","comp_8344"
"sec_12447","comp_8466"
"sec_12768","comp_8466"
"sec_15852","comp_10688"
"sec_2166","comp_1674"
"sec_1256","comp_1081"
"sec_2929","comp_1081"
"sec_4099","comp_2864"
"sec_4084","comp_2864"
"sec_9637","comp_6568"
"sec_17601","comp_11819"
"sec_15133","comp_10256"
"sec_10426","comp_7094"
"sec_14443","comp_9782"
"sec_13038","comp_8912"
"sec_6341","comp_4269"
"sec_19815","comp_13146"
"sec_19704","comp_13146"
"sec_19728","comp_13146"
"sec_6163","comp_4137"
"sec_6252","comp_4200"
"sec_7434","comp_5070"
"sec_10430","comp_7097"
"sec_20108","comp_7097"
"sec_9824","comp_6684"
"sec_19174","comp_12837"
"sec_19173","comp_12837"
"sec_4438","comp_3089"
"sec_2478","comp_1875"
"sec_8426","comp_5737"
"sec_14540","comp_9849"
"sec_10399","comp_7072"
"sec_18719","comp_12532"
"sec_18720","comp_12532"
"sec_6196","comp_4163"
"sec_361","comp_306"
"sec_15785","comp_10431"
"sec_15416","comp_10431"
"sec_15417","comp_10431"
"sec_16600","comp_11151"
"sec_6117","comp_4098"
"sec_6847","comp_4644"
"sec_14947","comp_10113"
"sec_14936","comp_10113"
"sec_14938","comp_10113"
"sec_14937","comp_10113"
"sec_14935","comp_10113"
"sec_14376","comp_9733"
"sec_7233","comp_4920"
"sec_3470","comp_2505"
"sec_12061","comp_8205"
"sec_2444","comp_1846"
"sec_9147","comp_6235"
"sec_19423","comp_12980"
"sec_19424","comp_12980"
"sec_12554","comp_8549"
"sec_1967","comp_1566"
"sec_15553","comp_8746"
"sec_12821","comp_8746"
"sec_17434","comp_11712"
"sec_14844","comp_10047"
"sec_20730","comp_13632"
"sec_8745","comp_5642"
"sec_8273","comp_5642"
"sec_19535","comp_13053"
"sec_5673","comp_3853"
"sec_5674","comp_3853"
"sec_6981","comp_4741"
"sec_2937","comp_2188"
"sec_18032","comp_12104"
"sec_5713","comp_3877"
"sec_6185","comp_4154"
"sec_6184","comp_4154"
"sec_16802","comp_11295"
"sec_10265","comp_6993"
"sec_10490","comp_7135"
"sec_7109","comp_4839"
"sec_9527","comp_6484"
"sec_17139","comp_11513"
"sec_6034","comp_4024"
"sec_14957","comp_10130"
"sec_4957","comp_3422"
"sec_15714","comp_10599"
"sec_12929","comp_8831"
"sec_11654","comp_7947"
"sec_958","comp_834"
"sec_15569","comp_834"
"sec_3908","comp_2748"
"sec_5058","comp_3484"
"sec_11949","comp_3484"
"sec_9042","comp_6171"
"sec_15986","comp_10767"
"sec_7657","comp_5218"
"sec_2155","comp_1666"
"sec_16017","comp_10789"
"sec_19796","comp_13195"
"sec_8061","comp_5484"
"sec_18689","comp_12511"
"sec_19365","comp_2386"
"sec_3287","comp_2386"
"sec_16101","comp_4732"
"sec_15900","comp_4732"
"sec_6968","comp_4732"
"sec_11972","comp_8145"
"sec_16890","comp_11357"
"sec_2384","comp_1801"
"sec_13176","comp_2185"
"sec_13177","comp_2185"
"sec_13224","comp_2185"
"sec_13179","comp_2185"
"sec_2933","comp_2185"
"sec_12310","comp_8372"
"sec_10120","comp_6883"
"sec_16166","comp_6883"
"sec_10121","comp_6883"
"sec_3680","comp_2622"
"sec_9910","comp_6743"
"sec_15340","comp_10384"
"sec_15953","comp_10745"
"sec_3753","comp_2665"
"sec_18558","comp_12433"
"sec_5098","comp_3509"
"sec_5460","comp_3509"
"sec_5099","comp_3509"
"sec_3085","comp_2271"
"sec_17344","comp_11657"
"sec_20184","comp_13390"
"sec_10278","comp_7001"
"sec_20400","comp_13479"
"sec_10101","comp_6875"
"sec_6201","comp_3311"
"sec_4787","comp_3311"
"sec_19888","comp_7557"
"sec_11071","comp_7557"
"sec_17427","comp_11169"
"sec_17426","comp_11169"
"sec_16626","comp_11169"
"sec_16627","comp_11169"
"sec_1162","comp_1001"
"sec_14003","comp_9511"
"sec_5102","comp_3511"
"sec_5114","comp_3511"
"sec_8746","comp_5966"
"sec_8743","comp_5966"
"sec_16745","comp_11222"
"sec_16694","comp_11222"
"sec_18283","comp_12254"
"sec_18566","comp_12233"
"sec_18255","comp_12233"
"sec_18252","comp_12233"
"sec_20120","comp_13361"
"sec_20119","comp_13361"
"sec_13169","comp_8999"
"sec_6351","comp_4278"
"sec_16097","comp_10845"
"sec_13304","comp_9078"
"sec_8508","comp_5797"
"sec_1346","comp_1151"
"sec_1349","comp_1151"
"sec_17499","comp_11754"
"sec_18992","comp_12710"
"sec_19429","comp_12983"
"sec_12545","comp_8541"
"sec_1808","comp_1451"
"sec_12044","comp_8194"
"sec_15883","comp_10707"
"sec_18492","comp_10707"
"sec_2549","comp_1932"
"sec_5137","comp_3529"
"sec_7896","comp_5360"
"sec_6832","comp_4631"
"sec_19471","comp_13011"
"sec_4886","comp_2858"
"sec_7174","comp_2858"
"sec_5384","comp_2858"
"sec_4077","comp_2858"
"sec_15385","comp_2858"
"sec_2331","comp_1767"
"sec_14013","comp_9517"
"sec_1175","comp_1012"
"sec_12807","comp_1012"
"sec_1642","comp_1012"
"sec_12806","comp_1012"
"sec_19743","comp_1012"
"sec_12808","comp_1012"
"sec_3200","comp_2328"
"sec_12399","comp_8430"
"sec_15065","comp_10211"
"sec_13968","comp_9492"
"sec_6280","comp_4217"
"sec_6205","comp_4169"
"sec_8266","comp_5636"
"sec_10034","comp_6831"
"sec_13028","comp_1152"
"sec_8677","comp_1152"
"sec_1347","comp_1152"
"sec_10052","comp_6843"
"sec_10051","comp_6843"
"sec_10307","comp_6843"
"sec_10063","comp_6843"
"sec_2870","comp_2142"
"sec_17850","comp_11975"
"sec_17846","comp_11975"
"sec_9061","comp_6182"
"sec_16379","comp_11019"
"sec_19032","comp_12737"
"sec_10708","comp_7284"
"sec_14462","comp_9797"
"sec_20","comp_17"
"sec_359","comp_17"
"sec_19","comp_17"
"sec_9487","comp_6457"
"sec_18477","comp_12382"
"sec_12120","comp_8249"
"sec_1890","comp_1509"
"sec_1223","comp_1052"
"sec_15092","comp_1052"
"sec_2817","comp_2116"
"sec_2821","comp_2116"
"sec_2819","comp_2116"
"sec_2820","comp_2116"
"sec_2818","comp_2116"
"sec_15872","comp_10699"
"sec_877","comp_757"
"sec_18475","comp_757"
"sec_3656","comp_757"
"sec_18463","comp_12370"
"sec_5526","comp_3768"
"sec_12736","comp_3768"
"sec_6233","comp_3768"
"sec_10559","comp_3768"
"sec_14731","comp_9965"
"sec_19604","comp_13087"
"sec_18581","comp_4211"
"sec_6271","comp_4211"
"sec_1636","comp_1045"
"sec_6302","comp_1045"
"sec_8624","comp_1045"
"sec_17432","comp_1045"
"sec_1216","comp_1045"
"sec_3802","comp_1045"
"sec_4092","comp_2866"
"sec_4091","comp_2866"
"sec_4088","comp_2866"
"sec_4087","comp_2866"
"sec_4090","comp_2866"
"sec_7004","comp_2866"
"sec_7005","comp_2866"
"sec_6371","comp_4294"
"sec_16666","comp_11196"
"sec_15767","comp_10632"
"sec_12938","comp_8836"
"sec_4148","comp_2901"
"sec_17680","comp_11870"
"sec_6923","comp_4701"
"sec_4565","comp_3163"
"sec_5562","comp_3163"
"sec_5559","comp_3163"
"sec_4753","comp_3163"
"sec_19083","comp_12769"
"sec_20071","comp_13337"
"sec_3006","comp_2225"
"sec_11267","comp_7679"
"sec_11278","comp_7679"
"sec_11282","comp_7679"
"sec_10446","comp_7108"
"sec_19238","comp_12876"
"sec_6456","comp_4360"
"sec_19590","comp_4895"
"sec_7195","comp_4895"
"sec_12147","comp_8260"
"sec_12138","comp_8260"
"sec_12137","comp_8260"
"sec_12356","comp_8260"
"sec_12355","comp_8260"
"sec_12136","comp_8260"
"sec_12135","comp_8260"
"sec_9103","comp_6206"
"sec_19533","comp_13051"
"sec_5412","comp_3699"
"sec_8463","comp_5766"
"sec_8464","comp_5766"
"sec_17355","comp_11666"
"sec_1089","comp_951"
"sec_7599","comp_5176"
"sec_12079","comp_8218"
"sec_8695","comp_5930"
"sec_8697","comp_5930"
"sec_6741","comp_4567"
"sec_6742","comp_4567"
"sec_10365","comp_7048"
"sec_10410","comp_7081"
"sec_11413","comp_6817"
"sec_11564","comp_6817"
"sec_10015","comp_6817"
"sec_13457","comp_9173"
"sec_20610","comp_13581"
"sec_16917","comp_11375"
"sec_16891","comp_11358"
"sec_13604","comp_9270"
"sec_2192","comp_1690"
"sec_2193","comp_1690"
"sec_123","comp_112"
"sec_1423","comp_1199"
"sec_18478","comp_12312"
"sec_18378","comp_12312"
"sec_17871","comp_11991"
"sec_18104","comp_12142"
"sec_18095","comp_12142"
"sec_15035","comp_10186"
"sec_15592","comp_4520"
"sec_6684","comp_4520"
"sec_2581","comp_1948"
"sec_3201","comp_2329"
"sec_10304","comp_7016"
"sec_7410","comp_5049"
"sec_6852","comp_4649"
"sec_9980","comp_6794"
"sec_9150","comp_6237"
"sec_18349","comp_12299"
"sec_3438","comp_2487"
"sec_12679","comp_8643"
"sec_11604","comp_7911"
"sec_11965","comp_8142"
"sec_19027","comp_12733"
"sec_13906","comp_9453"
"sec_15993","comp_10770"
"sec_8652","comp_5898"
"sec_7757","comp_5280"
"sec_8566","comp_5830"
"sec_10784","comp_7339"
"sec_6920","comp_4698"
"sec_7188","comp_4698"
"sec_6327","comp_4256"
"sec_9803","comp_4256"
"sec_4056","comp_1030"
"sec_1200","comp_1030"
"sec_11690","comp_7968"
"sec_18969","comp_12692"
"sec_7366","comp_5012"
"sec_7454","comp_5012"
"sec_15890","comp_10712"
"sec_20348","comp_13456"
"sec_20424","comp_13456"
"sec_14950","comp_10123"
"sec_13421","comp_9150"
"sec_19668","comp_13126"
"sec_8698","comp_5932"
"sec_12749","comp_8696"
"sec_16798","comp_11291"
"sec_17609","comp_11826"
"sec_15227","comp_10318"
"sec_13729","comp_9346"
"sec_15080","comp_10218"
"sec_6703","comp_4533"
"sec_18368","comp_12307"
"sec_6960","comp_4725"
"sec_5243","comp_3601"
"sec_7326","comp_4985"
"sec_4820","comp_3333"
"sec_20142","comp_13368"
"sec_16582","comp_11142"
"sec_4422","comp_3080"
"sec_4421","comp_3080"
"sec_17097","comp_11492"
"sec_16987","comp_11420"
"sec_17931","comp_12035"
"sec_15616","comp_10541"
"sec_4833","comp_3342"
"sec_4846","comp_3342"
"sec_18479","comp_12383"
"sec_12059","comp_8204"
"sec_10746","comp_7312"
"sec_6891","comp_4676"
"sec_9517","comp_6477"
"sec_6181","comp_4151"
"sec_17256","comp_11592"
"sec_14290","comp_9679"
"sec_14291","comp_9679"
"sec_14289","comp_9679"
"sec_18520","comp_12410"
"sec_10798","comp_7349"
"sec_10797","comp_7349"
"sec_9732","comp_6623"
"sec_14404","comp_9754"
"sec_14407","comp_9754"
"sec_18695","comp_12515"
"sec_6441","comp_4347"
"sec_4138","comp_2896"
"sec_6464","comp_4367"
"sec_8819","comp_4367"
"sec_8778","comp_4367"
"sec_8852","comp_6049"
"sec_15058","comp_10206"
"sec_17717","comp_11892"
"sec_17398","comp_11693"
"sec_6374","comp_4297"
"sec_3458","comp_2498"
"sec_3781","comp_2498"
"sec_8053","comp_5478"
"sec_6070","comp_4058"
"sec_17857","comp_11981"
"sec_14706","comp_9949"
"sec_1416","comp_1196"
"sec_5160","comp_3545"
"sec_9590","comp_6536"
"sec_17771","comp_11925"
"sec_16374","comp_11015"
"sec_3948","comp_850"
"sec_975","comp_850"
"sec_5291","comp_2991"
"sec_5415","comp_2991"
"sec_4294","comp_2991"
"sec_17979","comp_12068"
"sec_20181","comp_13389"
"sec_20695","comp_13617"
"sec_3075","comp_2267"
"sec_19788","comp_7926"
"sec_19090","comp_7926"
"sec_11624","comp_7926"
"sec_19799","comp_7926"
"sec_14696","comp_7926"
"sec_10907","comp_7436"
"sec_8103","comp_5514"
"sec_77","comp_68"
"sec_14753","comp_9985"
"sec_16775","comp_11273"
"sec_19169","comp_12834"
"sec_11664","comp_7955"
"sec_4805","comp_3322"
"sec_7848","comp_5334"
"sec_8210","comp_5590"
"sec_5105","comp_3513"
"sec_10919","comp_7443"
"sec_20746","comp_13639"
"sec_19810","comp_13200"
"sec_3039","comp_2244"
"sec_3706","comp_2639"
"sec_11480","comp_7811"
"sec_11468","comp_7811"
"sec_11484","comp_7811"
"sec_4917","comp_3397"
"sec_5740","comp_3397"
"sec_5737","comp_3397"
"sec_8650","comp_5896"
"sec_6078","comp_4066"
"sec_2735","comp_2063"
"sec_16229","comp_9718"
"sec_14351","comp_9718"
"sec_15148","comp_10267"
"sec_15149","comp_10267"
"sec_20162","comp_13377"
"sec_13057","comp_8928"
"sec_12536","comp_8535"
"sec_136","comp_124"
"sec_3071","comp_2263"
"sec_20005","comp_13302"
"sec_7958","comp_5407"
"sec_10525","comp_7060"
"sec_10380","comp_7060"
"sec_20035","comp_13316"
"sec_10523","comp_7155"
"sec_12221","comp_8311"
"sec_7153","comp_4870"
"sec_7154","comp_4870"
"sec_19364","comp_12955"
"sec_17552","comp_11787"
"sec_12245","comp_8331"
"sec_11006","comp_7516"
"sec_18864","comp_12626"
"sec_9753","comp_6637"
"sec_5257","comp_3612"
"sec_570","comp_488"
"sec_4526","comp_3136"
"sec_5941","comp_3136"
"sec_19502","comp_882"
"sec_1009","comp_882"
"sec_19168","comp_12833"
"sec_16252","comp_10942"
"sec_15939","comp_2405"
"sec_3317","comp_2405"
"sec_15940","comp_2405"
"sec_3479","comp_2405"
"sec_15157","comp_10271"
"sec_2349","comp_1781"
"sec_12700","comp_8659"
"sec_3109","comp_2278"
"sec_19463","comp_9533"
"sec_14036","comp_9533"
"sec_17588","comp_11809"
"sec_11841","comp_8064"
"sec_8022","comp_5455"
"sec_18764","comp_12565"
"sec_7872","comp_5347"
"sec_17753","comp_10874"
"sec_16141","comp_10874"
"sec_12524","comp_656"
"sec_12523","comp_656"
"sec_757","comp_656"
"sec_8704","comp_5938"
"sec_6736","comp_4562"
"sec_6756","comp_4562"
"sec_8222","comp_5601"
"sec_6314","comp_4247"
"sec_18641","comp_12479"
"sec_7411","comp_5050"
"sec_17663","comp_11863"
"sec_19652","comp_2075"
"sec_20032","comp_2075"
"sec_2754","comp_2075"
"sec_20031","comp_2075"
"sec_13512","comp_2075"
"sec_14208","comp_2556"
"sec_3566","comp_2556"
"sec_13058","comp_8929"
"sec_17412","comp_11702"
"sec_8020","comp_5453"
"sec_14055","comp_9544"
"sec_15646","comp_10560"
"sec_15704","comp_10591"
"sec_259","comp_230"
"sec_6087","comp_4075"
"sec_11946","comp_2072"
"sec_3570","comp_2072"
"sec_2750","comp_2072"
"sec_405","comp_348"
"sec_19987","comp_348"
"sec_19988","comp_348"
"sec_12407","comp_8434"
"sec_12405","comp_8434"
"sec_7472","comp_5094"
"sec_9318","comp_6345"
"sec_6260","comp_4205"
"sec_11659","comp_7952"
"sec_12883","comp_8796"
"sec_12234","comp_8323"
"sec_4713","comp_3253"
"sec_11145","comp_7593"
"sec_11144","comp_7593"
"sec_18244","comp_7593"
"sec_11121","comp_7593"
"sec_693","comp_595"
"sec_2174","comp_1679"
"sec_19314","comp_12928"
"sec_19340","comp_12928"
"sec_19341","comp_12928"
"sec_17182","comp_11541"
"sec_20002","comp_11541"
"sec_10660","comp_7251"
"sec_17360","comp_11668"
"sec_15439","comp_10446"
"sec_11319","comp_4508"
"sec_6666","comp_4508"
"sec_11322","comp_4508"
"sec_6665","comp_4508"
"sec_11321","comp_4508"
"sec_11323","comp_4508"
"sec_11324","comp_4508"
"sec_11320","comp_4508"
"sec_10866","comp_7402"
"sec_10161","comp_6916"
"sec_7189","comp_4892"
"sec_16522","comp_11101"
"sec_15154","comp_6161"
"sec_9029","comp_6161"
"sec_11536","comp_7858"
"sec_4420","comp_3079"
"sec_5702","comp_3079"
"sec_14437","comp_9776"
"sec_13427","comp_9154"
"sec_18650","comp_12484"
"sec_14377","comp_9734"
"sec_5694","comp_3866"
"sec_5697","comp_3866"
"sec_17223","comp_11569"
"sec_9977","comp_6791"
"sec_8598","comp_5853"
"sec_12882","comp_8795"
"sec_8274","comp_5643"
"sec_15477","comp_10465"
"sec_11749","comp_8003"
"sec_6728","comp_4555"
"sec_20647","comp_4545"
"sec_7443","comp_4545"
"sec_6717","comp_4545"
"sec_16355","comp_11006"
"sec_14478","comp_9810"
"sec_11483","comp_7818"
"sec_17431","comp_11710"
"sec_2015","comp_1592"
"sec_2013","comp_1592"
"sec_15610","comp_10537"
"sec_18839","comp_10537"
"sec_9230","comp_6289"
"sec_11104","comp_4342"
"sec_6435","comp_4342"
"sec_11434","comp_7782"
"sec_11667","comp_7782"
"sec_12322","comp_8380"
"sec_15291","comp_10354"
"sec_4923","comp_3401"
"sec_5270","comp_3401"
"sec_5283","comp_3401"
"sec_14606","comp_9891"
"sec_8897","comp_6086"
"sec_18578","comp_2027"
"sec_2683","comp_2027"
"sec_19644","comp_13110"
"sec_19645","comp_13110"
"sec_19648","comp_13110"
"sec_19642","comp_13110"
"sec_19702","comp_13110"
"sec_13725","comp_943"
"sec_14160","comp_943"
"sec_3806","comp_943"
"sec_1081","comp_943"
"sec_14159","comp_943"
"sec_14161","comp_943"
"sec_2772","comp_2087"
"sec_7431","comp_5067"
"sec_7951","comp_5401"
"sec_5793","comp_3918"
"sec_7254","comp_4936"
"sec_6282","comp_4219"
"sec_18756","comp_12559"
"sec_20036","comp_13317"
"sec_3661","comp_2612"
"sec_9148","comp_6236"
"sec_17179","comp_11538"
"sec_16554","comp_11122"
"sec_19679","comp_4905"
"sec_7211","comp_4905"
"sec_12820","comp_8745"
"sec_8880","comp_6072"
"sec_2678","comp_1943"
"sec_2574","comp_1943"
"sec_2571","comp_1943"
"sec_2568","comp_1943"
"sec_2569","comp_1943"
"sec_2572","comp_1943"
"sec_2570","comp_1943"
"sec_17639","comp_11841"
"sec_17564","comp_11795"
"sec_16148","comp_10879"
"sec_9711","comp_6610"
"sec_6625","comp_4028"
"sec_6038","comp_4028"
"sec_14048","comp_9540"
"sec_14049","comp_9540"
"sec_10486","comp_7132"
"sec_4749","comp_3280"
"sec_9342","comp_6366"
"sec_5762","comp_3902"
"sec_8587","comp_5846"
"sec_11294","comp_820"
"sec_11285","comp_820"
"sec_943","comp_820"
"sec_3866","comp_2726"
"sec_9913","comp_6745"
"sec_17181","comp_11540"
"sec_5097","comp_3508"
"sec_14480","comp_9812"
"sec_6403","comp_4318"
"sec_456","comp_385"
"sec_10910","comp_385"
"sec_10532","comp_385"
"sec_16697","comp_709"
"sec_16728","comp_709"
"sec_18953","comp_709"
"sec_4098","comp_709"
"sec_820","comp_709"
"sec_19628","comp_12726"
"sec_19011","comp_12726"
"sec_14019","comp_9522"
"sec_8198","comp_5336"
"sec_7851","comp_5336"
"sec_20539","comp_1734"
"sec_2278","comp_1734"
"sec_12743","comp_8691"
"sec_11614","comp_6275"
"sec_9209","comp_6275"
"sec_6326","comp_4255"
"sec_6689","comp_4255"
"sec_6325","comp_4255"
"sec_18300","comp_12266"
"sec_10025","comp_6824"
"sec_2612","comp_1972"
"sec_2649","comp_2000"
"sec_12772","comp_8714"
"sec_2532","comp_1918"
"sec_15054","comp_10202"
"sec_15166","comp_10202"
"sec_18733","comp_12542"
"sec_1","comp_1"
"sec_10828","comp_7372"
"sec_12559","comp_8553"
"sec_12560","comp_8553"
"sec_7245","comp_4930"
"sec_11632","comp_4930"
"sec_16187","comp_4582"
"sec_16259","comp_4582"
"sec_6769","comp_4582"
"sec_8576","comp_4582"
"sec_19001","comp_4582"
"sec_10785","comp_4582"
"sec_12005","comp_4582"
"sec_16011","comp_4582"
"sec_12777","comp_4582"
"sec_8995","comp_4582"
"sec_12616","comp_4582"
"sec_15389","comp_4582"
"sec_15064","comp_4582"
"sec_6311","comp_4244"
"sec_142","comp_130"
"sec_16813","comp_11303"
"sec_16557","comp_11123"
"sec_15899","comp_10479"
"sec_15500","comp_10479"
"sec_15548","comp_10479"
"sec_6373","comp_4296"
"sec_17216","comp_11564"
"sec_13064","comp_8935"
"sec_15989","comp_8935"
"sec_18795","comp_12586"
"sec_20314","comp_13442"
"sec_19898","comp_13253"
"sec_19897","comp_13253"
"sec_20646","comp_13595"
"sec_17868","comp_11989"
"sec_747","comp_646"
"sec_9734","comp_646"
"sec_7107","comp_4837"
"sec_9275","comp_6316"
"sec_12982","comp_8868"
"sec_12229","comp_7140"
"sec_10502","comp_7140"
"sec_10501","comp_7140"
"sec_5904","comp_3967"
"sec_5903","comp_3967"
"sec_2434","comp_1838"
"sec_3994","comp_2787"
"sec_3995","comp_2787"
"sec_3969","comp_2787"
"sec_9356","comp_2787"
"sec_7190","comp_2787"
"sec_17435","comp_11713"
"sec_17436","comp_11713"
"sec_13482","comp_9186"
"sec_1988","comp_1576"
"sec_2521","comp_1576"
"sec_17793","comp_11935"
"sec_8405","comp_5723"
"sec_12735","comp_8686"
"sec_10115","comp_6879"
"sec_10133","comp_6879"
"sec_12282","comp_8359"
"sec_11839","comp_8062"
"sec_6806","comp_4608"
"sec_5889","comp_3700"
"sec_5999","comp_3700"
"sec_5416","comp_3700"
"sec_5191","comp_3566"
"sec_9048","comp_6176"
"sec_15452","comp_10455"
"sec_4825","comp_3336"
"sec_16657","comp_11189"
"sec_11034","comp_7533"
"sec_14145","comp_9593"
"sec_2298","comp_1748"
"sec_2871","comp_2143"
"sec_18493","comp_12390"
"sec_10891","comp_7422"
"sec_18181","comp_12186"
"sec_13521","comp_9208"
"sec_14039","comp_9536"
"sec_12193","comp_8289"
"sec_8277","comp_5645"
"sec_13213","comp_9027"
"sec_9302","comp_6336"
"sec_20451","comp_13508"
"sec_6139","comp_4117"
"sec_10792","comp_7345"
"sec_9835","comp_6692"
"sec_14930","comp_10108"
"sec_16055","comp_10819"
"sec_2979","comp_2207"
"sec_9682","comp_6591"
"sec_15134","comp_10257"
"sec_16902","comp_11365"
"sec_19965","comp_13284"
"sec_19966","comp_13284"
"sec_18524","comp_12413"
"sec_18643","comp_12413"
"sec_18525","comp_12413"
"sec_19695","comp_13140"
"sec_5590","comp_3806"
"sec_17233","comp_11577"
"sec_322","comp_278"
"sec_9188","comp_6261"
"sec_17926","comp_12030"
"sec_19597","comp_13082"
"sec_13864","comp_9429"
"sec_777","comp_675"
"sec_19441","comp_675"
"sec_16434","comp_11045"
"sec_9847","comp_6701"
"sec_10526","comp_7156"
"sec_20622","comp_13587"
"sec_18667","comp_11969"
"sec_17840","comp_11969"
"sec_8212","comp_5592"
"sec_3594","comp_2576"
"sec_4592","comp_639"
"sec_740","comp_639"
"sec_8520","comp_5804"
"sec_13614","comp_9277"
"sec_13635","comp_9277"
"sec_14568","comp_9277"
"sec_12957","comp_8849"
"sec_6519","comp_4406"
"sec_7453","comp_5081"
"sec_12634","comp_8610"
"sec_19870","comp_13238"
"sec_2337","comp_1771"
"sec_1029","comp_901"
"sec_12557","comp_8551"
"sec_8157","comp_5552"
"sec_19181","comp_12842"
"sec_15997","comp_10774"
"sec_4052","comp_1219"
"sec_1455","comp_1219"
"sec_15716","comp_10601"
"sec_11120","comp_7592"
"sec_8240","comp_5615"
"sec_14792","comp_5208"
"sec_16607","comp_5208"
"sec_7641","comp_5208"
"sec_13868","comp_9432"
"sec_6732","comp_4558"
"sec_10759","comp_7322"
"sec_1515","comp_1255"
"sec_8857","comp_6053"
"sec_13045","comp_8918"
"sec_7783","comp_5297"
"sec_8921","comp_2966"
"sec_4265","comp_2966"
"sec_4646","comp_2966"
"sec_8402","comp_5720"
"sec_13554","comp_9235"
"sec_9362","comp_6379"
"sec_8141","comp_5538"
"sec_6711","comp_4540"
"sec_11490","comp_4540"
"sec_4427","comp_2660"
"sec_12105","comp_2660"
"sec_5981","comp_2660"
"sec_3737","comp_2660"
"sec_6251","comp_4199"
"sec_11100","comp_7578"
"sec_10906","comp_7435"
"sec_3602","comp_2579"
"sec_3601","comp_2579"
"sec_17153","comp_11522"
"sec_17146","comp_11519"
"sec_15455","comp_10457"
"sec_18385","comp_12317"
